"","Pathogen","Disease","AgeGroup","CostItem","median","5%","95%"
"1019","Non-typhoidal salmonella","Initial and Sequel Disease","<5","FrictionLow",2318234.84464378,1192385.92585673,4488579.49950847
"1020","Non-typhoidal salmonella","Initial and Sequel Disease","<5","TotalHumanCapital",19924908.5196922,12375546.1795033,33105768.7949477
"1021","Non-typhoidal salmonella","Initial and Sequel Disease","<5","TotalFrictionHigh",18373076.8730849,11522692.9632441,30174244.1087644
"1022","Non-typhoidal salmonella","Initial and Sequel Disease","<5","TotalFrictionLow",14482588.9791857,9322773.78341139,22955603.8059732
"1023","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","GPSpecialist",1520414.50338432,825328.85342775,2764655.88252768
"1024","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","ED",1619456.93309683,696438.363952806,3587624.5956188
"1025","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","Medications",791365.740396242,384824.450327453,1726111.32192016
"1026","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","Tests",1472881.11052741,1047981.40827142,2242461.82401371
"1027","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","Hospitalisation",5361070.56670591,3555290.77650994,7733020.72826828
"1028","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","Deaths",15468225.069084,8714165.74741,25669978.320246
"1029","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","WTP",9790428.50905917,5304663.28884751,17948350.4527483
"1030","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","WTPOngoing",3170356.96769325,1310955.74362834,7000127.77339095
"1031","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","HumanCapital",26174767.1938959,14042573.3314511,48861529.2243334
"1032","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","FrictionHigh",20939813.7551167,11234058.6651609,39089223.3794667
"1033","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","FrictionLow",7852430.15816876,4212771.99943533,14658458.7673
"1034","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","TotalHumanCapital",66562422.6251027,43384364.9821703,105783935.854144
"1035","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","TotalFrictionHigh",61344328.3966253,40380914.156365,96136879.9039036
"1036","Non-typhoidal salmonella","Initial and Sequel Disease","5-64","TotalFrictionLow",48264551.1614078,32673970.5976378,72526176.86833
"1037","Non-typhoidal salmonella","Initial and Sequel Disease","65+","GPSpecialist",344565.405452146,186673.37884936,625107.507893834
"1038","Non-typhoidal salmonella","Initial and Sequel Disease","65+","ED",366116.149872857,156656.356443551,820894.214412248
"1039","Non-typhoidal salmonella","Initial and Sequel Disease","65+","Medications",280202.544717634,138877.896603327,567397.630560242
"1040","Non-typhoidal salmonella","Initial and Sequel Disease","65+","Tests",357761.209809898,251042.243167808,551534.091569638
"1041","Non-typhoidal salmonella","Initial and Sequel Disease","65+","Hospitalisation",5821017.23291093,3784495.03232527,8280172.92440345
"1042","Non-typhoidal salmonella","Initial and Sequel Disease","65+","Deaths",36975828.3394728,22124167.5912244,58081326.1125979
"1043","Non-typhoidal salmonella","Initial and Sequel Disease","65+","WTP",2259417.75057461,1243825.45719506,4110048.10539073
"1044","Non-typhoidal salmonella","Initial and Sequel Disease","65+","WTPOngoing",718431.628790756,297948.515299405,1583450.18409521
"1045","Non-typhoidal salmonella","Initial and Sequel Disease","65+","HumanCapital",3226907.44807097,1591825.8462185,9333691.48533659
"1046","Non-typhoidal salmonella","Initial and Sequel Disease","65+","FrictionHigh",2581525.95845677,1273460.6769748,7466953.18826927
"1047","Non-typhoidal salmonella","Initial and Sequel Disease","65+","FrictionLow",968072.23442129,477547.75386555,2800107.44560098
"1048","Non-typhoidal salmonella","Initial and Sequel Disease","65+","TotalHumanCapital",51629456.1549853,35286849.8481556,74138594.9477881
"1049","Non-typhoidal salmonella","Initial and Sequel Disease","65+","TotalFrictionHigh",50851488.1277413,34716854.6525511,73011484.6592818
"1050","Non-typhoidal salmonella","Initial and Sequel Disease","65+","TotalFrictionLow",48845130.8170468,33213215.6035783,70362296.0810011
"1051","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","GPSpecialist",2446898.58058451,1338134.62724072,4417730.34986989
"1052","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","ED",2681042.98940169,1320530.10341397,5326727.64154461
"1053","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","Medications",1347116.60909094,673177.879420271,2747222.93257301
"1054","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","Tests",2355808.72152826,1680433.72698573,3574330.87905969
"1055","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","Hospitalisation",13344220.2362303,10282339.5379447,16945737.9953938
"1056","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","Deaths",56229536.1235962,38765717.4932632,79008903.9328592
"1057","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","WTP",15817683.4940169,8598406.74043611,28950548.5952535
"1058","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","WTPOngoing",5160036.26077915,2228060.12567458,10922522.7706617
"1059","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","HumanCapital",37722718.2017778,20223638.9484071,70719816.6871061
"1060","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","FrictionHigh",30178174.5614223,16178911.1587257,56575853.3496849
"1061","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","FrictionLow",11316815.4605333,6067091.68452214,21215945.0061318
"1062","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","TotalHumanCapital",139187424.169708,100515529.290476,200531441.276098
"1063","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","TotalFrictionHigh",131638923.189113,95893942.8011945,186722064.053935
"1064","Non-typhoidal salmonella","Initial and Sequel Disease","All Ages","TotalFrictionLow",112676963.806773,83998766.2156728,153338070.359625
"1065","Shigella","Shigellosis","<5","GPSpecialist",3759.83937907069,1248.02741289603,9026.54147511032
"1066","Shigella","Shigellosis","<5","ED",11173.6902084566,3357.75142766219,30651.8626271934
"1067","Shigella","Shigellosis","<5","Medications",2477.3594981507,820.81556953111,5993.263306522
"1068","Shigella","Shigellosis","<5","Tests",26875.2,26875.2,26875.2
"1069","Shigella","Shigellosis","<5","Hospitalisation",36442.9491534635,13263.3214899153,72495.4381909472
"1070","Shigella","Shigellosis","<5","Deaths",138075.384702836,21446.0684516154,547290.788870812
"1071","Shigella","Shigellosis","<5","WTP",38628.5165422029,14312.7206247152,85294.0377224341
"1072","Shigella","Shigellosis","<5","WTPOngoing",0,0,0
"1073","Shigella","Shigellosis","<5","HumanCapital",64218.6747489367,25010.8233081439,156052.909679142
"1074","Shigella","Shigellosis","<5","FrictionHigh",51374.9397991493,20008.6586465151,124842.327743313
"1075","Shigella","Shigellosis","<5","FrictionLow",19265.602424681,7503.24699244316,46815.8729037426
"1076","Shigella","Shigellosis","<5","TotalHumanCapital",349375.364989508,173772.329861747,771724.483849493
"1077","Shigella","Shigellosis","<5","TotalFrictionHigh",333880.987394916,165799.139630757,752086.104577008
"1078","Shigella","Shigellosis","<5","TotalFrictionLow",294545.125871289,145034.834400499,707019.707158594
"1079","Shigella","Shigellosis","5-64","GPSpecialist",20815.8996306713,6913.6306720249,50167.5605264334
"1080","Shigella","Shigellosis","5-64","ED",61793.2525220696,18744.0890140406,170991.917603619
"1081","Shigella","Shigellosis","5-64","Medications",19851.7189102257,6714.54928233658,46284.9959663633
"1082","Shigella","Shigellosis","5-64","Tests",148974.12,148974.12,148974.12
"1083","Shigella","Shigellosis","5-64","Hospitalisation",124043.137121904,45233.7157897178,248509.974819536
"1084","Shigella","Shigellosis","5-64","Deaths",468479.691314718,132932.912445231,1291510.76210501
"1085","Shigella","Shigellosis","5-64","WTP",210922.356109393,76155.0555031167,469039.169008725
"1086","Shigella","Shigellosis","5-64","WTPOngoing",0,0,0
"1087","Shigella","Shigellosis","5-64","HumanCapital",515835.030523738,195973.932363907,1154783.62685167
"1088","Shigella","Shigellosis","5-64","FrictionHigh",412668.024418991,156779.145891125,923826.901481334
"1089","Shigella","Shigellosis","5-64","FrictionLow",154750.509157121,58792.179709172,346435.0880555
"1090","Shigella","Shigellosis","5-64","TotalHumanCapital",1674507.88959628,926484.892470371,2928006.83451136
"1091","Shigella","Shigellosis","5-64","TotalFrictionHigh",1567440.84749128,874915.194536203,2729145.34887687
"1092","Shigella","Shigellosis","5-64","TotalFrictionLow",1290474.28617585,736018.080940661,2256095.3656046
"1093","Shigella","Shigellosis","65+","GPSpecialist",2322.44357821323,768.601458192687,5601.61176241887
"1094","Shigella","Shigellosis","65+","ED",6913.69644531834,2086.00876555065,19063.4369487073
"1095","Shigella","Shigellosis","65+","Medications",4083.1685129019,1357.72874583737,9837.29492896484
"1096","Shigella","Shigellosis","65+","Tests",16613.76,16613.76,16613.76
"1097","Shigella","Shigellosis","65+","Hospitalisation",40388.8615545816,14714.7810194118,80247.5186284396
"1098","Shigella","Shigellosis","65+","Deaths",26301.0872527968,216.053513385317,275293.178329099
"1099","Shigella","Shigellosis","65+","WTP",23464.0833516705,8456.74366612652,52337.6277133842
"1100","Shigella","Shigellosis","65+","WTPOngoing",0,0,0
"1101","Shigella","Shigellosis","65+","HumanCapital",29821.9686055367,7945.55770700291,161661.757802165
"1102","Shigella","Shigellosis","65+","FrictionHigh",23857.5748844293,6356.44616560233,129329.406241732
"1103","Shigella","Shigellosis","65+","FrictionLow",8946.590581661,2383.66731210087,48498.5273406494
"1104","Shigella","Shigellosis","65+","TotalHumanCapital",182209.412603545,89024.7103416886,481375.064767774
"1105","Shigella","Shigellosis","65+","TotalFrictionHigh",174141.195622979,86267.2377415753,456926.853083412
"1106","Shigella","Shigellosis","65+","TotalFrictionLow",151998.34818253,78142.5976400978,402154.208811782
"1107","Shigella","Shigellosis","All Ages","GPSpecialist",27110.02673655,9160.67390342625,63892.1996612163
"1108","Shigella","Shigellosis","All Ages","ED",82156.8050739697,26207.7613394695,210972.586206194
"1109","Shigella","Shigellosis","All Ages","Medications",26579.7876428345,9071.51353830169,61291.2148890032
"1110","Shigella","Shigellosis","All Ages","Tests",192463.08,192463.08,192463.08
"1111","Shigella","Shigellosis","All Ages","Hospitalisation",207067.901603333,115500.317922697,337096.066526543
"1112","Shigella","Shigellosis","All Ages","Deaths",732192.234678727,283962.126357589,1649403.6825592
"1113","Shigella","Shigellosis","All Ages","WTP",272989.251608695,98876.1842623366,606479.677526372
"1114","Shigella","Shigellosis","All Ages","WTPOngoing",0,0,0
"1115","Shigella","Shigellosis","All Ages","HumanCapital",626549.088059965,238558.739801501,1411635.76891586
"1116","Shigella","Shigellosis","All Ages","FrictionHigh",501239.270447972,190846.991841201,1129308.61513269
"1117","Shigella","Shigellosis","All Ages","FrictionLow",187964.72641799,71567.6219404504,423490.730674757
"1118","Shigella","Shigellosis","All Ages","TotalHumanCapital",2276626.29205729,1350959.25681047,3788119.73677233
"1119","Shigella","Shigellosis","All Ages","TotalFrictionHigh",2147287.57098896,1288230.96706885,3538766.00462553
"1120","Shigella","Shigellosis","All Ages","TotalFrictionLow",1814068.08312336,1117845.68631563,2945011.59481868
"1121","Shigella","ReactiveArthritis","<5","GPSpecialist",1138.4358944362,378.18983015415,2692.47105219515
"1122","Shigella","ReactiveArthritis","<5","ED",0,0,0
"1123","Shigella","ReactiveArthritis","<5","Medications",1730.12865344881,453.827507565316,5974.0188313326
"1124","Shigella","ReactiveArthritis","<5","Tests",1015.01109986835,330.715438232195,2477.74236228287
"1125","Shigella","ReactiveArthritis","<5","Hospitalisation",3769.72932747947,1040.35420297196,11674.7173842471
"1126","Shigella","ReactiveArthritis","<5","Deaths",612.180425521601,4.65371884380872,7631.45821280812
"1127","Shigella","ReactiveArthritis","<5","WTP",15502.8072757201,5145.16344768253,36809.2249734152
"1128","Shigella","ReactiveArthritis","<5","WTPOngoing",5266.37028582798,1685.71831238859,13277.3227601345
"1129","Shigella","ReactiveArthritis","<5","HumanCapital",44447.6506584857,14836.0856060598,104381.742067055
"1130","Shigella","ReactiveArthritis","<5","FrictionHigh",35558.1205267886,11868.8684848479,83505.3936536438
"1131","Shigella","ReactiveArthritis","<5","FrictionLow",13334.2951975457,4450.82568181795,31314.5226201164
"1132","Shigella","ReactiveArthritis","<5","TotalHumanCapital",75409.5295801343,25122.3118094903,178183.792435699
"1133","Shigella","ReactiveArthritis","<5","TotalFrictionHigh",66453.6216641439,22133.2871323397,157386.329121675
"1134","Shigella","ReactiveArthritis","<5","TotalFrictionLow",44105.313051383,14639.6894849206,105386.34832014
"1135","Shigella","ReactiveArthritis","5-64","GPSpecialist",6314.21254257152,2099.66377141277,14912.1750857267
"1136","Shigella","ReactiveArthritis","5-64","ED",0,0,0
"1137","Shigella","ReactiveArthritis","5-64","Medications",9628.64207962028,2559.80844239433,33240.7965576956
"1138","Shigella","ReactiveArthritis","5-64","Tests",5628.33435156298,1834.26990303073,13713.7824091407
"1139","Shigella","ReactiveArthritis","5-64","Hospitalisation",22956.8132762627,6361.47789344656,71551.4215324712
"1140","Shigella","ReactiveArthritis","5-64","Deaths",664.034603679187,5.18751976926776,8327.86522156107
"1141","Shigella","ReactiveArthritis","5-64","WTP",85934.8794215482,28520.5764747675,204040.226613999
"1142","Shigella","ReactiveArthritis","5-64","WTPOngoing",29260.5081219558,9328.96638268192,73480.6162274674
"1143","Shigella","ReactiveArthritis","5-64","HumanCapital",289606.21758593,96667.0357712542,680116.970351022
"1144","Shigella","ReactiveArthritis","5-64","FrictionHigh",231684.974068744,77333.6286170034,544093.576280817
"1145","Shigella","ReactiveArthritis","5-64","FrictionLow",86881.865275779,29000.1107313763,204035.091105306
"1146","Shigella","ReactiveArthritis","5-64","TotalHumanCapital",456043.969927218,152070.516886818,1075030.94719514
"1147","Shigella","ReactiveArthritis","5-64","TotalFrictionHigh",398145.949758275,132796.681382076,938846.790122578
"1148","Shigella","ReactiveArthritis","5-64","TotalFrictionLow",253266.721322419,84275.2592092616,599239.511783882
"1149","Shigella","ReactiveArthritis","65+","GPSpecialist",704.56996600097,233.89293032524,1662.10061303489
"1150","Shigella","ReactiveArthritis","65+","ED",0,0,0
"1151","Shigella","ReactiveArthritis","65+","Medications",1076.94550503108,281.49391576313,3688.94877266559
"1152","Shigella","ReactiveArthritis","65+","Tests",627.287224029913,204.287505470153,1527.76757794723
"1153","Shigella","ReactiveArthritis","65+","Hospitalisation",2430.83644863701,667.990715557781,7667.70199569115
"1154","Shigella","ReactiveArthritis","65+","Deaths",345.967948365873,2.79614221108513,4447.87812207946
"1155","Shigella","ReactiveArthritis","65+","WTP",9583.55358862694,3180.64649493102,22754.7936199294
"1156","Shigella","ReactiveArthritis","65+","WTPOngoing",3263.33558763403,1040.08229017954,8210.52830812679
"1157","Shigella","ReactiveArthritis","65+","HumanCapital",13278.1043381274,4432.0698558461,31182.5628942944
"1158","Shigella","ReactiveArthritis","65+","FrictionHigh",10622.4834705019,3545.65588467688,24946.0503154355
"1159","Shigella","ReactiveArthritis","65+","FrictionLow",3983.43130143822,1329.62095675383,9354.76886828831
"1160","Shigella","ReactiveArthritis","65+","TotalHumanCapital",32395.8156442801,10749.6597843614,77106.2861674567
"1161","Shigella","ReactiveArthritis","65+","TotalFrictionHigh",29727.1247070926,9857.79907259508,70885.5020331247
"1162","Shigella","ReactiveArthritis","65+","TotalFrictionLow",23041.5167419551,7622.83410448803,55321.4245470268
"1163","Shigella","ReactiveArthritis","All Ages","GPSpecialist",8159.72791799377,2716.52465274551,19246.2015934731
"1164","Shigella","ReactiveArthritis","All Ages","ED",0,0,0
"1165","Shigella","ReactiveArthritis","All Ages","Medications",13159.305835707,3816.62845145077,39944.6961204094
"1166","Shigella","ReactiveArthritis","All Ages","Tests",7311.32171026873,2403.67834964345,17548.1145633788
"1167","Shigella","ReactiveArthritis","All Ages","Hospitalisation",29593.7594288491,8393.09402600761,89382.0734048219
"1168","Shigella","ReactiveArthritis","All Ages","Deaths",2854.53125103889,310.786639845904,16177.7614889993
"1169","Shigella","ReactiveArthritis","All Ages","WTP",111021.240285895,36846.386417381,263604.245207344
"1170","Shigella","ReactiveArthritis","All Ages","WTPOngoing",38035.9386252195,12265.4970047851,93939.2159741117
"1171","Shigella","ReactiveArthritis","All Ages","HumanCapital",347331.972582543,115935.19123316,815681.275312371
"1172","Shigella","ReactiveArthritis","All Ages","FrictionHigh",277865.578066035,92748.1529865281,652545.020249897
"1173","Shigella","ReactiveArthritis","All Ages","FrictionLow",104199.591774763,34780.557369948,244704.382593711
"1174","Shigella","ReactiveArthritis","All Ages","TotalHumanCapital",564184.73980034,188390.820917915,1330310.51701743
"1175","Shigella","ReactiveArthritis","All Ages","TotalFrictionHigh",494468.439174008,165077.778749077,1166540.93676996
"1176","Shigella","ReactiveArthritis","All Ages","TotalFrictionLow",320763.283349965,106770.707141554,759278.382719259
"1177","Shigella","IBS","<5","GPSpecialist",5457.08660742174,1868.72698897075,12597.5250989763
"1178","Shigella","IBS","<5","ED",0,0,0
"1179","Shigella","IBS","<5","Medications",682.673868191448,233.835777415896,1573.82196843329
"1180","Shigella","IBS","<5","Tests",4454.18459709954,1521.66214689509,10263.2094925695
"1181","Shigella","IBS","<5","Hospitalisation",52.9728496861341,13.8087222392713,189.139408906507
"1182","Shigella","IBS","<5","Deaths",182.507204867286,1.44002382992795,2430.15893766592
"1183","Shigella","IBS","<5","WTP",11863.9267319086,3931.98653400605,28291.8574575261
"1184","Shigella","IBS","<5","WTPOngoing",15182.347034463,3913.65109429081,44988.0585445963
"1185","Shigella","IBS","<5","HumanCapital",24134.0600828318,8262.53367388973,55512.892421756
"1186","Shigella","IBS","<5","FrictionHigh",19307.2480662654,6610.02693911179,44410.3139374048
"1187","Shigella","IBS","<5","FrictionLow",7240.21802484954,2478.76010216692,16653.8677265268
"1188","Shigella","IBS","<5","TotalHumanCapital",63344.3996183962,21281.0405935995,150188.009481574
"1189","Shigella","IBS","<5","TotalFrictionHigh",58474.0043778033,19589.2257268275,139284.726019493
"1190","Shigella","IBS","<5","TotalFrictionLow",46220.3134328654,15288.5938381019,112206.822718235
"1191","Shigella","IBS","5-64","GPSpecialist",30266.8025710604,10375.5473578118,69842.865191875
"1192","Shigella","IBS","5-64","ED",0,0,0
"1193","Shigella","IBS","5-64","Medications",3785.35033025661,1295.13248361378,8708.20359196252
"1194","Shigella","IBS","5-64","Tests",28746.1754015199,9812.71027472427,66434.3198470731
"1195","Shigella","IBS","5-64","Hospitalisation",27831.6500852494,7203.92387763882,99776.6164218401
"1196","Shigella","IBS","5-64","Deaths",185.394927795186,1.5141962095715,2533.32740939194
"1197","Shigella","IBS","5-64","WTP",65763.9029525567,21795.7162646381,156826.90986115
"1198","Shigella","IBS","5-64","WTPOngoing",84148.6120131534,21633.2576244549,249136.527804163
"1199","Shigella","IBS","5-64","HumanCapital",156844.91116214,53697.4034044655,360772.893179195
"1200","Shigella","IBS","5-64","FrictionHigh",125475.928929712,42957.9227235724,288618.314543356
"1201","Shigella","IBS","5-64","FrictionLow",47053.4733486421,16109.2210213397,108231.867953759
"1202","Shigella","IBS","5-64","TotalHumanCapital",409366.100613606,138013.397288554,963485.714734486
"1203","Shigella","IBS","5-64","TotalFrictionHigh",377579.722942968,126808.544113862,892201.43441615
"1204","Shigella","IBS","5-64","TotalFrictionLow",298319.312631251,99196.4556596405,715550.610154815
"1205","Shigella","IBS","65+","GPSpecialist",3376.7148425178,1154.2896637062,7779.8718074534
"1206","Shigella","IBS","65+","ED",0,0,0
"1207","Shigella","IBS","65+","Medications",422.484398564519,144.794375047148,973.749057663623
"1208","Shigella","IBS","65+","Tests",3666.24433936816,1251.16126897328,8476.25080656301
"1209","Shigella","IBS","65+","Hospitalisation",2671.24335941256,681.075220929939,9624.65393665054
"1210","Shigella","IBS","65+","Deaths",4636.36435692421,1077.65740074811,18421.5140194998
"1211","Shigella","IBS","65+","WTP",7334.06379790711,2430.68258465828,17489.5118828343
"1212","Shigella","IBS","65+","WTPOngoing",9396.84515149855,2424.41336372557,27972.426023383
"1213","Shigella","IBS","65+","HumanCapital",7142.80640497675,2445.4102726453,16429.8026187054
"1214","Shigella","IBS","65+","FrictionHigh",5714.2451239814,1956.32821811624,13143.8420949643
"1215","Shigella","IBS","65+","FrictionLow",2142.84192149303,733.623081793589,4928.94078561162
"1216","Shigella","IBS","65+","TotalHumanCapital",40701.4631453937,13470.3165191363,98472.8576707747
"1217","Shigella","IBS","65+","TotalFrictionHigh",39262.9928258385,12960.0034962885,95296.6160958916
"1218","Shigella","IBS","65+","TotalFrictionLow",35645.7868299378,11677.8135632916,87376.2869569837
"1219","Shigella","IBS","All Ages","GPSpecialist",39115.8253486572,13410.3645342433,90192.2780354908
"1220","Shigella","IBS","All Ages","ED",0,0,0
"1221","Shigella","IBS","All Ages","Medications",4892.85395458922,1674.81655173272,11254.1100666127
"1222","Shigella","IBS","All Ages","Tests",36886.4895773329,12606.54177151,85184.3708541959
"1223","Shigella","IBS","All Ages","Hospitalisation",31231.0310508905,8356.45978306198,106891.222084059
"1224","Shigella","IBS","All Ages","Deaths",5666.30758150749,1379.35452959358,20917.1223209695
"1225","Shigella","IBS","All Ages","WTP",84961.8934823724,28158.3853833024,202608.279201511
"1226","Shigella","IBS","All Ages","WTPOngoing",110400.261206913,29499.5267318929,314623.455560156
"1227","Shigella","IBS","All Ages","HumanCapital",188121.777649949,64405.3473510006,432715.588219657
"1228","Shigella","IBS","All Ages","FrictionHigh",150497.422119959,51524.2778808005,346172.470575725
"1229","Shigella","IBS","All Ages","FrictionLow",56436.5332949846,19321.6042053002,129814.676465897
"1230","Shigella","IBS","All Ages","TotalHumanCapital",514554.133336494,173240.037721659,1209424.5162552
"1231","Shigella","IBS","All Ages","TotalFrictionHigh",476453.094353458,160108.246706992,1124454.5311778
"1232","Shigella","IBS","All Ages","TotalFrictionLow",381253.02122348,127087.983089763,910323.964192358
"1233","Shigella","Initial and Sequel Disease","<5","GPSpecialist",10451.3048180119,3579.87954455371,23914.1648432904
"1234","Shigella","Initial and Sequel Disease","<5","ED",11173.6902084566,3357.75142766219,30651.8626271934
"1235","Shigella","Initial and Sequel Disease","<5","Medications",5099.19854213595,1680.55152602304,12724.891488905
"1236","Shigella","Initial and Sequel Disease","<5","Tests",32370.5943105835,28757.2925063716,39509.4973924935
"1237","Shigella","Initial and Sequel Disease","<5","Hospitalisation",41271.1446711432,17346.2287185975,77765.9895770921
"1238","Shigella","Initial and Sequel Disease","<5","Deaths",140600.603746723,23598.1033272385,549547.16875527
"1239","Shigella","Initial and Sequel Disease","<5","WTP",66414.0339043345,23855.6752760458,148662.490380505
"1240","Shigella","Initial and Sequel Disease","<5","WTPOngoing",20859.0398944651,6307.39632248921,56313.0398153839
"1241","Shigella","Initial and Sequel Disease","<5","HumanCapital",134863.843311735,50000.6891450792,307062.552529633
"1242","Shigella","Initial and Sequel Disease","<5","FrictionHigh",107891.074649388,40000.5513160633,245650.042023706
"1243","Shigella","Initial and Sequel Disease","<5","FrictionLow",40459.1529935206,15000.2067435237,92118.7657588899
"1244","Shigella","Initial and Sequel Disease","<5","TotalHumanCapital",507500.594954847,248139.593056619,1009379.28497062
"1245","Shigella","Initial and Sequel Disease","<5","TotalFrictionHigh",477905.833447517,234563.859478191,958286.194221984
"1246","Shigella","Initial and Sequel Disease","<5","TotalFrictionLow",402150.596823916,198786.747767831,842298.739447094
"1247","Shigella","Initial and Sequel Disease","5-64","GPSpecialist",57877.7785630239,19852.0472829607,132870.805506796
"1248","Shigella","Initial and Sequel Disease","5-64","ED",61793.2525220696,18744.0890140406,170991.917603619
"1249","Shigella","Initial and Sequel Disease","5-64","Medications",34513.2099336205,11561.1326190207,82899.1313257225
"1250","Shigella","Initial and Sequel Disease","5-64","Tests",183503.983471294,160825.097030632,228507.538232454
"1251","Shigella","Initial and Sequel Disease","5-64","Hospitalisation",188650.139072694,88401.216382012,342327.646371206
"1252","Shigella","Initial and Sequel Disease","5-64","Deaths",470914.636617406,135657.626737009,1294469.67085248
"1253","Shigella","Initial and Sequel Disease","5-64","WTP",364950.684129909,129144.797166082,820889.620425122
"1254","Shigella","Initial and Sequel Disease","5-64","WTPOngoing",115829.015775606,34770.3278654325,310880.82865621
"1255","Shigella","Initial and Sequel Disease","5-64","HumanCapital",968331.050172032,352595.88632673,2168350.9081291
"1256","Shigella","Initial and Sequel Disease","5-64","FrictionHigh",774664.840137626,282076.709061384,1734680.72650328
"1257","Shigella","Initial and Sequel Disease","5-64","FrictionLow",290499.31505161,105778.765898019,650505.272438731
"1258","Shigella","Initial and Sequel Disease","5-64","TotalHumanCapital",2564299.40903168,1302848.12977341,4790599.22357727
"1259","Shigella","Initial and Sequel Disease","5-64","TotalFrictionHigh",2368737.60580619,1221847.98734629,4372539.5095563
"1260","Shigella","Initial and Sequel Disease","5-64","TotalFrictionLow",1878051.43529116,1008777.05958994,3353144.37712795
"1261","Shigella","Initial and Sequel Disease","65+","GPSpecialist",6459.61187756398,2210.79871994654,14812.2599994079
"1262","Shigella","Initial and Sequel Disease","65+","ED",6913.69644531834,2086.00876555065,19063.4369487073
"1263","Shigella","Initial and Sequel Disease","65+","Medications",5756.92530397772,1927.65754793201,13776.0741651327
"1264","Shigella","Initial and Sequel Disease","65+","Tests",20923.3504968503,18089.317898757,26536.924366341
"1265","Shigella","Initial and Sequel Disease","65+","Hospitalisation",47131.2089337905,20187.2468519649,87813.2393168605
"1266","Shigella","Initial and Sequel Disease","65+","Deaths",34838.3663824808,4273.15948858526,283080.037538819
"1267","Shigella","Initial and Sequel Disease","65+","WTP",40663.6989251309,14367.0433692953,91519.5522272892
"1268","Shigella","Initial and Sequel Disease","65+","WTPOngoing",12901.4850726715,3896.54146034186,34949.9699518724
"1269","Shigella","Initial and Sequel Disease","65+","HumanCapital",53239.6542579443,17195.8455539197,196471.074999383
"1270","Shigella","Initial and Sequel Disease","65+","FrictionHigh",42591.7234063554,13756.6764431358,157176.859999506
"1271","Shigella","Initial and Sequel Disease","65+","FrictionLow",15971.8962773833,5158.75366617591,58941.3224998148
"1272","Shigella","Initial and Sequel Disease","65+","TotalHumanCapital",266267.482476557,126727.144178415,602034.329973862
"1273","Shigella","Initial and Sequel Disease","65+","TotalFrictionHigh",253843.201208759,121983.702984422,570065.800243443
"1274","Shigella","Initial and Sequel Disease","65+","TotalFrictionLow",220914.435669893,109556.146645172,493492.07155626
"1275","Shigella","Initial and Sequel Disease","All Ages","GPSpecialist",74842.253179797,25736.1675455417,171531.891902854
"1276","Shigella","Initial and Sequel Disease","All Ages","ED",82156.8050739697,26207.7613394695,210972.586206194
"1277","Shigella","Initial and Sequel Disease","All Ages","Medications",45724.8741266727,15490.0454483597,107770.334564539
"1278","Shigella","Initial and Sequel Disease","All Ages","Tests",236820.430257087,207671.484207523,294525.299929393
"1279","Shigella","Initial and Sequel Disease","All Ages","Hospitalisation",282199.816248618,167348.26673842,449051.49961474
"1280","Shigella","Initial and Sequel Disease","All Ages","Deaths",744644.702538607,296483.477989081,1662203.73297353
"1281","Shigella","Initial and Sequel Disease","All Ages","WTP",472016.07185331,167320.037242098,1061107.59666703
"1282","Shigella","Initial and Sequel Disease","All Ages","WTPOngoing",151063.160500708,46241.8942732456,395560.164062509
"1283","Shigella","Initial and Sequel Disease","All Ages","HumanCapital",1169779.33342247,426286.783464187,2628838.80544571
"1284","Shigella","Initial and Sequel Disease","All Ages","FrictionHigh",935823.466737974,341029.426771349,2103071.04435657
"1285","Shigella","Initial and Sequel Disease","All Ages","FrictionLow",350933.80002674,127886.035039256,788651.641633714
"1286","Shigella","Initial and Sequel Disease","All Ages","TotalHumanCapital",3377088.89971449,1823103.21876753,6126843.37054004
